index;State;CMS Certification Number (CCN)*;Provider Name;Address;City;Zip;Phone;Type of Ownership;Offers Nursing Care Services;Offers Physical Therapy Services;Offers Occupational Therapy Services;Offers Speech Pathology Services;Offers Medical Social Services;Offers Home Health Aide Services;Date Certified;Quality of Patient Care Star Rating;How often the home health team began their patients' care in a timely manner;How often the home health team taught patients (or their family caregivers) about their drugs;How often the home health team checked patients' risk of falling;How often the home health team checked patients for depression;How often the home health team determined whether patients received a flu shot for the currnet flu season;How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).;With diabetes, how often the home health team got doctor's orders, gave foot care, and taught patients about foot care;How often patients got better at walking or moving around;How often patients got better at getting in and out of bed;How often patients got better at bathing;How often patients had less pain when moving around;How often patients' breathing improved;How often patients' wounds improved or healed after an operation;How often patients got better at taking their drugs correctly by mouth;How often home health patients had to be admitted to the hospital;How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted;How often home health patients, who have had a recent hospital stay, had to be re-admitted to the hospital;How often home health patients, who have had a recent hospital stay, received care in the hospital emergency room without being re-admitted to the hospital;How often patients developed new or worsened pressure ulcers;How often patients remained in the community after discharge from home health;How often physician-recommended actions to address medication issues were completely timely;How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally;No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)
3808;IN;157521;AMEDISYS HOME HEALTH;931 RIDGE RD STE E & F;MUNSTER;46321;2.198364979E9;Proprietary;True;True;True;True;True;True;14/08/1998 00:00;4.0;96.7;99.8;99.0;71.9;75.2;71.3;96.1;76.8;79.3;81.7;88.5;85.0;92.7;61.6;16.2;15.5;Same As Expected;Worse Than Expected;1.0;Same As National Rate;98.7;1.23;486.0
3809;IN;157523;PEDIATRIC INFANT & FAMILY  PERSONAL CARE SPECIAL;1512 BURR ST;GARY;46406;2.199497696E9;Proprietary;True;True;True;True;True;True;23/09/1998 00:00;3.0;17.5;90.6;97.5;13.7;3.7;42.9;80.8;63.8;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;25.9;10.0;Same As Expected;Worse Than Expected;0.0;Worse Than National Rate;81.9;1.11;117.0
3810;IN;157536;METHODIST HOME CARE SERVICES;650 GRANT ST STE 3;GARY;46404;2.198864993E9;Non - Profit Religious;True;True;True;True;True;True;12/02/2002 00:00;2.5;83.5;99.4;99.9;99.9;53.8;48.6;100.0;68.2;79.5;66.5;74.6;73.4;90.2;60.5;17.2;14.8;Worse Than Expected;Same As Expected;0.6;Better Than National Rate;96.9;1.03;336.0
3811;IN;157537;CHRISTIAN HOME HEALTH SERVICES;4200 W LINCOLN HWY;MERRILLVILLE;46410;2.196414001E9;Proprietary;True;True;True;True;True;True;26/02/2002 00:00;1.5;75.4;97.5;95.5;100.0;56.1;76.7;98.5;59.1;44.9;48.9;39.8;38.4;91.42082929194976;41.1;16.1;13.0;Not Available;Not Available;0.0;Worse Than National Rate;95.7;1.09;266.0
3812;IN;157538;PROCARE HOME HEALTH SERVICES;8300 BROADWAY STREET STE F2A;MERRILLVILLE;46410;2.19844964E9;Proprietary;True;True;True;True;True;True;01/04/2002 00:00;2.0;96.0;100.0;100.0;90.4;97.7;96.3;100.0;66.9;61.9;50.8;75.06903750455118;45.0;91.42082929194976;42.1;19.7;9.7;Not Available;Not Available;0.0;Worse Than National Rate;100.0;1.13;69.0
3813;IN;157541;ALLPOINTS HOME HEALTH CARE INC;9801 PRAIRIE AVE;HIGHLAND;46322;2.199229595E9;Proprietary;True;True;True;True;True;True;18/07/2002 00:00;3.0;89.0;100.0;100.0;91.7;65.1;55.9;100.0;72.9;68.7;71.5;79.7;68.7;91.42082929194976;63.7;17.5;7.0;Not Available;Not Available;0.0;Same As National Rate;85.2;1.04;174.0
3814;IN;157543;PRIME CARE HOME HEALTH SERVICES INC;2632 W 81ST AVE;MERRILLVILLE;46410;2.197696896E9;Proprietary;True;True;True;True;True;True;17/10/2002 00:00;4.0;80.4;96.9;98.5;99.0;50.0;42.7;97.4;78.5;91.2;84.5;76.0;78.3;91.42082929194976;73.4;1.4;23.4;Not Available;Not Available;0.0;Worse Than National Rate;96.7;1.01;119.0
3815;IN;157545;PERSONAL TOUCH HOME CARE OF INDIANA INC;139 W TATE ST STE 1;LAWRENCEBURG;47025;8.126375428E9;Proprietary;True;True;True;True;True;True;30/12/2002 00:00;4.0;99.5;100.0;100.0;98.9;82.3;82.0;99.6;77.8;71.9;83.4;82.1;91.4;67.9;66.5;15.3;16.6;Worse Than Expected;Same As Expected;0.0;Better Than National Rate;53.7;0.86;288.0
3816;IN;157548;ALLIED HOME CARE;5138 W PIKE PLAZA RD;INDIANAPOLIS;46254;3.173280665E9;Proprietary;True;True;True;True;True;True;03/06/2003 00:00;1.5;71.4;94.1;100.0;96.1;82.0;81.5;87.5;59.2;55.4;54.6;65.0;54.0;91.42082929194976;47.1;17.6;8.7;Same As Expected;Same As Expected;0.1;Same As National Rate;89.3;1.09;141.0
3817;IN;157550;PROVIDENCE AT HOME INC;8929 BROADWAY;MERRILLVILLE;46410;8.0050928E9;Non - Profit Religious;True;True;True;True;True;True;10/09/2003 00:00;3.0;99.4;100.0;99.8;99.8;82.8;84.3;99.6;70.2;73.8;67.3;81.9;70.6;95.6;62.7;18.1;9.7;Worse Than Expected;Same As Expected;0.6;Better Than National Rate;99.4;1.06;393.0
3818;IN;157551;INTERIM HEALTHCARE OF SE INDIANA INC;500 W EADS PKWY;LAWRENCEBURG;47025;8.125375546E9;Proprietary;True;True;True;True;True;True;14/08/2003 00:00;3.0;98.3;99.1;98.9;97.3;84.2;83.3;100.0;66.8;60.7;77.5;76.7;70.7;91.42082929194976;58.8;17.9;11.4;Worse Than Expected;Same As Expected;1.1;Better Than National Rate;99.1;0.77;35.0
3819;IN;157552;JOY HEALTH SERVICES LLC;2825 E 96TH ST;INDIANAPOLIS;46240;3.1781673E9;Proprietary;True;True;True;True;True;True;10/09/2003 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;7.0
3820;IN;157553;INDIANA HOMECARE NETWORK;3705 N BRIARWOOD LANE;MUNCIE;47304;7.6558756E9;Proprietary;True;True;True;True;True;True;08/10/2003 00:00;4.5;93.6;99.7;98.5;94.3;83.3;84.3;98.9;79.9;82.5;83.4;92.9;89.6;86.0;82.3;14.8;16.1;Better Than Expected;Worse Than Expected;0.3;Same As National Rate;98.7;1.05;616.0
3821;IN;157554;ANGELS OF MERCY HOMECARE;1800 N WABASH AVE STE 100;MARION;46952;7.656513242E9;Proprietary;True;True;True;True;True;True;08/01/2004 00:00;4.5;94.0;99.3;99.6;97.8;79.0;79.4;98.4;83.0;81.1;84.7;86.3;85.2;90.0;78.3;14.9;13.2;Same As Expected;Worse Than Expected;0.3;Better Than National Rate;98.1;1.02;1906.0
3822;IN;157578;AMEDISYS HOME HEALTH;1332 W ARCH HAVEN AVE STE E;BLOOMINGTON;47403;8.123337018E9;Proprietary;True;True;True;True;True;True;03/11/2006 00:00;4.0;97.0;100.0;99.7;90.4;85.4;85.5;98.9;75.0;79.3;80.0;83.8;83.9;94.3;69.3;16.6;13.5;Same As Expected;Same As Expected;0.0;Worse Than National Rate;97.7;1.13;1484.0
3823;IN;157555;A PLUS HOME HEALTH CARE INCORPORATED;2246-A INDUSTRIAL DR;HIGHLAND;46322;2.199238772E9;Proprietary;True;True;True;True;True;True;19/05/2004 00:00;1.5;94.8;95.2;100.0;99.5;10.3;11.3;93.8;57.9;58.9;63.4;35.1;45.2;91.42082929194976;43.7;17.9;11.3;Not Available;Not Available;1.1;Worse Than National Rate;78.1;1.08;403.0
3824;IN;157557;ADARNA HOME HEALTH CARE SERVICES INC;1400 EAST JOLIET STREET;CROWN POINT;46307;2.1973639E9;Proprietary;True;True;True;True;True;True;26/08/2004 00:00;1.5;75.1;92.2;99.1;86.0;22.9;19.3;86.8;58.6;48.4;51.0;67.3;61.5;91.42082929194976;57.2;18.6;7.1;Not Available;Not Available;0.6;Worse Than National Rate;88.6;1.23;406.0
3825;IN;157558;PROFESSIONAL CARE HOME HEALTH SERVICES;9008 INDIANAPOLIS BLVD;HIGHLAND;46322;2.1992281E9;Proprietary;True;True;True;True;True;True;05/10/2004 00:00;3.5;99.6;100.0;100.0;89.7;65.3;78.7;100.0;80.5;65.0;78.5;86.8;81.4;91.42082929194976;59.3;17.5;7.5;Same As Expected;Same As Expected;0.0;Same As National Rate;100.0;1.07;300.0
3826;IN;157560;BEST CHOICE HOME CARE;5701 ELMWOOD AVE STE N;INDIANAPOLIS;46203;3.1763215E9;Proprietary;True;True;True;True;True;True;15/02/2005 00:00;3.5;97.8;99.8;100.0;99.8;85.4;92.2;100.0;84.0;81.7;83.2;80.3;69.8;91.42082929194976;51.9;16.0;15.9;Same As Expected;Same As Expected;0.1;Better Than National Rate;98.4;1.14;606.0
3827;IN;157561;ANREX HOME CARE INC;3449 RIDGE ROAD STE 1;HIGHLAND;46322;2.19836808E9;Proprietary;True;True;True;True;True;True;16/02/2005 00:00;3.5;90.8;100.0;100.0;98.7;66.7;53.3;100.0;81.8;81.1;77.9;84.5;83.8;91.42082929194976;73.1;17.5;9.1;Same As Expected;Same As Expected;0.0;Better Than National Rate;100.0;0.93;85.0
3828;IN;157562;PRIORITY REHAB HOME HEALTH LLC;11576 WEST US HIGHWAY 30 STE E;WANATAH;46390;2.197331001E9;Proprietary;True;True;True;True;True;True;11/03/2005 00:00;3.0;96.6;91.1;99.6;91.6;80.7;85.1;88.2;80.0;76.4;77.8;69.6;78.8;91.42082929194976;51.9;18.7;14.6;Not Available;Not Available;1.0;Same As National Rate;95.9;1.2;261.0
3829;IN;157563;OMNI HOME CARE;111 GARWOOD RD;RICHMOND;47374;7.659356E9;Proprietary;True;True;True;True;True;True;23/03/2005 00:00;3.5;96.2;99.7;99.2;97.4;69.6;67.0;96.6;72.2;76.7;76.2;77.6;79.7;89.5;69.8;14.0;17.1;Same As Expected;Worse Than Expected;0.5;Better Than National Rate;97.7;0.92;583.0
3830;IN;157565;AMERICAN NURSING CARE INC;2504 WATERBRIDGE WAY;EVANSVILLE;47710;8.124244262E9;Proprietary;True;True;True;True;True;True;25/08/2005 00:00;3.5;99.2;99.5;100.0;99.2;94.9;92.8;98.7;75.7;71.8;81.2;85.4;80.7;98.3;75.5;20.6;13.7;Same As Expected;Same As Expected;0.0;Same As National Rate;99.5;1.35;253.0
3831;IN;157568;OMNI HOME CARE;600 N WEINBACK AVE STE 610;EVANSVILLE;47711;8.124796664E9;Proprietary;True;True;True;True;True;True;14/11/2005 00:00;3.0;98.2;94.8;99.1;96.4;80.8;84.4;100.0;72.9;73.1;73.2;77.6;77.3;91.42082929194976;57.8;19.1;14.2;Same As Expected;Same As Expected;0.5;Better Than National Rate;97.9;1.14;464.0
3832;IN;157569;ENCOMPASS HEALTH HOME HEALTH;752 E US HWY 30;SCHERERVILLE;46375;2.198649988E9;Proprietary;True;True;True;True;True;True;26/10/2005 00:00;3.5;90.1;99.1;99.5;95.9;66.7;64.4;100.0;80.2;76.7;83.0;87.5;83.4;91.42082929194976;67.8;15.6;15.5;Same As Expected;Same As Expected;0.6;Better Than National Rate;98.2;0.98;300.0
3833;IN;157570;TOTAL HOME HEALTH SERVICES INC;620 RIDGE RD;MUNSTER;46321;2.19937375E9;Proprietary;True;True;True;True;True;True;20/12/2005 00:00;3.0;92.3;99.4;99.8;88.3;74.9;79.5;99.6;74.0;74.7;73.8;77.4;76.2;78.9;46.1;14.8;11.0;Same As Expected;Same As Expected;0.5;Better Than National Rate;96.7;1.24;418.0
3834;IN;157571;CARETENDERS;1724 STATE STREET;NEW ALBANY;47150;8.129418125E9;Proprietary;True;True;True;True;True;True;13/01/2006 00:00;3.5;94.2;98.3;99.8;96.4;84.1;85.0;98.2;81.1;77.4;82.9;81.9;82.7;98.2;74.7;18.1;13.3;Same As Expected;Worse Than Expected;0.5;Same As National Rate;97.5;1.06;1010.0
3835;IN;157573;AMERICAN HOME HEALTH SERVICES INC;940 WEST US HIGHWAY 30;SCHERERVILLE;46375;2.193226264E9;Proprietary;True;True;True;True;True;True;19/01/2006 00:00;2.5;97.9;100.0;100.0;93.6;40.0;76.6;97.06469558694849;68.4;64.6;59.6;74.3;50.4;91.42082929194976;43.2;17.4;16.4;Not Available;Not Available;4.9;Same As National Rate;84.8;1.02;68.0
3836;IN;157574;CARESS HEALTH CARE SERVICES INC;3125 45TH ST;HIGHLAND;46322;2.19924883E9;Proprietary;True;True;True;True;True;True;07/07/2006 00:00;4.5;99.6;95.6;99.5;100.0;67.8;64.0;100.0;86.3;100.0;100.0;100.0;77.7;91.42082929194976;74.5;18.5;7.6;Same As Expected;Same As Expected;0.8;Better Than National Rate;56.5;0.98;245.0
3837;IN;157576;CENTRAL HOME HEALTH SERVICES INC;5699 E 71ST ST  STE 2B;INDIANAPOLIS;46220;3.175858838E9;Proprietary;True;True;True;True;True;True;30/08/2006 00:00;2.5;68.0;100.0;99.0;98.0;25.7;23.5;91.1;66.8;67.9;55.8;84.6;84.0;91.42082929194976;67.2;18.3;20.8;Not Available;Not Available;2.8;Same As National Rate;75.0;1.09;72.0
3838;IN;157579;CJ'S ABUNDANT CARE;523 W PLUM ST;CHESTERFIELD;46017;7.6537846E9;Proprietary;True;True;True;True;True;True;03/01/2007 00:00;3.0;100.0;96.3;100.0;96.3;78.3;81.5;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;91.7;0.9684697386519977;1.0
3839;IN;157580;ADVANCED HOME HEALTH CARE INCORPORATED;2834 B 45TH ST;HIGHLAND;46322;2.1992267E9;Proprietary;True;True;True;True;True;True;09/11/2006 00:00;3.0;93.0;99.4;100.0;98.4;72.1;80.9;98.9;83.5;73.5;70.9;80.9;67.9;91.42082929194976;64.3;16.5;9.5;Worse Than Expected;Better Than Expected;0.0;Worse Than National Rate;95.9;1.21;355.0
3840;IN;157581;ASSURED HOME HEALTHCARE INC;1947 HARDER CT STE B;SCHERERVILLE;46375;2.193227664E9;Proprietary;True;True;True;True;True;True;28/11/2006 00:00;3.0;85.0;96.4;100.0;96.7;54.1;67.5;100.0;66.7;69.4;64.1;97.6;91.5;91.42082929194976;70.7;17.0;13.7;Same As Expected;Same As Expected;0.4;Same As National Rate;91.0;0.88;265.0
3841;IN;157582;NURSE ON CALL;5354 W 62ND ST;INDIANAPOLIS;46268;3.173282731E9;Proprietary;True;True;True;True;True;True;09/11/2006 00:00;3.5;92.8;99.0;99.7;97.7;88.8;91.8;96.0;77.2;80.4;74.2;77.0;74.8;91.42082929194976;72.7;16.6;9.7;Same As Expected;Same As Expected;0.5;Better Than National Rate;97.8;1.11;245.0
3842;IN;157583;AMEDISYS HOME HEALTH;2200 LAKE AVE STE 150;FORT WAYNE;46805;2.6042289E9;Proprietary;True;True;True;True;True;True;21/12/2006 00:00;4.5;99.7;100.0;99.0;72.8;94.0;95.2;99.1;77.0;77.2;84.3;88.8;87.3;91.42082929194976;69.9;13.7;11.6;Same As Expected;Worse Than Expected;0.2;Better Than National Rate;99.4;1.02;526.0
3843;IN;157584;VNA HEALTH AT HOME;516 LEWIS & CLARK PKWY STE 101;CLARKSVILLE;47129;8.12283919E9;Proprietary;True;True;True;True;True;True;05/02/2007 00:00;4.5;98.0;99.7;98.9;98.6;86.7;92.2;97.1;78.4;80.3;84.0;86.6;97.1;91.5;83.5;14.7;11.2;Same As Expected;Worse Than Expected;0.3;Better Than National Rate;99.0;1.01;1173.0
3844;IN;157586;GREAT LAKES CARING, A PART OF THE ELARA CARING NET;2751 ALBRIGHT RD;KOKOMO;46902;7.654521411E9;Proprietary;True;True;True;True;True;True;07/02/2007 00:00;3.5;93.9;98.8;99.5;97.5;76.7;83.5;96.8;76.8;75.3;75.3;80.8;73.2;91.8;67.1;13.6;15.1;Worse Than Expected;Worse Than Expected;0.3;Better Than National Rate;96.9;1.03;5215.0
3845;IN;157588;ABLE HANDS HOMECARE;504 S BALDWIN AVE;MARION;46953;7.656623864E9;Proprietary;True;True;True;True;True;True;11/04/2007 00:00;2.0;87.1;98.4;100.0;100.0;82.5;91.5;97.3;60.9;75.4;67.3;54.0;45.0;91.42082929194976;51.0;13.4;20.9;Same As Expected;Same As Expected;2.3;Same As National Rate;98.3;0.86;47.0
3846;IN;157589;VIAQUEST HOME HEALTH OF INDIANA, LLC;3409 N BRIARWOOD LANE;MUNCIE;47304;7.652897531E9;Proprietary;True;True;True;True;True;True;29/03/2007 00:00;3.0;97.9;94.8;100.0;97.9;85.8;87.0;94.9;72.8;64.3;71.2;75.2;74.8;85.3;58.7;12.5;13.9;Same As Expected;Worse Than Expected;1.0;Better Than National Rate;96.0;1.07;434.0
3847;IN;157591;MAXIM HEALTHCARE SERVICES INC;3000 EAST COLISEUM BLVD STE 300;FORT WAYNE;46805;2.604321166E9;Proprietary;True;True;True;True;True;True;05/04/2007 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3848;IN;157592;LMR INDIANA HOME CARE INC;7863 BROADWAY STE 124;MERRILLVILLE;46410;2.197362211E9;Proprietary;True;True;True;True;True;True;17/05/2007 00:00;2.5;85.8;100.0;100.0;99.1;63.2;61.1;100.0;71.4;61.3;67.3;76.2;79.3;91.42082929194976;61.4;16.6;8.2;Not Available;Not Available;0.0;Same As National Rate;100.0;1.04;191.0
3849;IN;157597;HOME HEALTH CARE SOLUTIONS LLC;5250 E US 36 STE 710;AVON;46123;3.1771813E9;Proprietary;True;True;True;True;True;True;16/11/2007 00:00;4.0;100.0;99.7;100.0;100.0;86.2;87.0;99.9;78.9;81.0;79.7;81.6;77.0;90.5;74.0;17.6;12.7;Worse Than Expected;Worse Than Expected;0.1;Better Than National Rate;99.9;1.02;1230.0
3850;IN;157598;ANGELS OF MERCY HOMECARE;522 FRANKLIN STREET;COLUMBUS;47201;8.123750076E9;Proprietary;True;True;True;True;True;True;26/11/2007 00:00;2.5;87.1;96.5;99.0;91.8;76.7;75.7;99.1;74.4;64.8;66.3;74.9;68.1;91.42082929194976;61.4;12.9;12.4;Same As Expected;Same As Expected;0.7;Worse Than National Rate;97.1;1.09;515.0
3851;IN;157599;HEARTS WITH INTEGRITY;603 E NORTH STREET;HARTFORD CITY;47348;7.65347811E9;Proprietary;True;True;True;True;True;True;30/07/2008 00:00;3.0;97.1;100.0;100.0;100.0;79.1;87.1;100.0;79.9;79.4;71.0;78.0;55.1;91.42082929194976;70.9;25.4;16.3;Same As Expected;Worse Than Expected;0.0;Better Than National Rate;92.1;1.18;108.0
3852;IN;157600;ALPHA HOME HEALTH CARE INC;9222 INDIANAPOLIS BLVD UNIT A;HIGHLAND;46322;2.199237977E9;Proprietary;True;True;True;True;True;True;15/08/2008 00:00;2.5;78.9;100.0;100.0;94.7;73.53735552473422;47.4;100.0;66.3;67.4;49.4;91.8;68.7;91.42082929194976;51.4;19.9;9.0;Not Available;Not Available;0.0;Same As National Rate;97.4;0.93;156.0
3853;IN;157601;CARDINAL HOME HEALTH SERVICES INC;7863 BROADWAY STE 202;MERRILLVILLE;46410;2.19750912E9;Proprietary;True;True;True;True;True;True;21/11/2008 00:00;4.5;95.2;99.2;100.0;99.2;37.8;21.8;100.0;98.9;100.0;96.6;95.1;61.9;91.42082929194976;85.2;14.8;10.3;Not Available;Not Available;0.0;Worse Than National Rate;76.9;0.97;252.0
3854;IN;157603;CARING FIRST HOME HEALTH LLC;28441 STATE ROUTE 1;W HARRISON;47060;8.1257626E9;Proprietary;True;True;True;True;True;True;18/02/2009 00:00;3.0;83.3;99.5;100.0;99.2;89.5;94.2;98.7;75.0;83.0;75.6;68.0;81.2;90.1;64.4;18.3;12.6;Worse Than Expected;Worse Than Expected;0.8;Better Than National Rate;96.8;1.12;327.0
3855;IN;157604;ALL AMERICA HOMEHEALTHCARE INC;8140 CALUMET AVE;MUNSTER;46321;2.198363E9;Non - Profit Other;True;True;True;True;True;True;18/04/2009 00:00;3.0;100.0;100.0;99.30020559680223;100.0;73.53735552473422;75.0;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Worse Than National Rate;90.0;1.09;90.0
3856;IN;157605;FIRST CHOICE HOME HEALTH SERVICES INC;6 N MORGAN BLVD STE 101;VALPARAISO;46383;2.194644443E9;Proprietary;True;True;True;True;True;True;05/03/2009 00:00;3.0;93.1;100.0;100.0;100.0;73.53735552473422;57.7;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;9.2;5.4;Same As Expected;Same As Expected;0.4783999034632485;Same As National Rate;96.0;1.06;47.0
3857;IN;157606;AVEANNA HEALTHCARE;2629 WATERFRONT PKWY E DR STE 150;INDIANAPOLIS;46214;3.172800422E9;Proprietary;True;True;True;True;True;True;19/11/2008 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3858;IN;157608;HOOSIER HOMECARE SERVICES LLC;614 EAST 53RD STREET;ANDERSON;46013;7.656221E9;Proprietary;True;True;True;True;True;True;15/05/2009 00:00;4.5;97.7;94.8;99.9;97.0;78.3;85.4;100.0;74.2;92.3;81.6;86.3;91.2;99.4;68.9;14.9;15.1;Same As Expected;Same As Expected;0.1;Better Than National Rate;99.7;1.23;771.0
3859;IN;157609;ACTIVE HOME HEALTH CARE LLC;2056 45TH ST;HIGHLAND;46322;2.199220814E9;Proprietary;True;True;True;True;True;True;26/06/2009 00:00;3.0;95.5;100.0;99.30020559680223;100.0;73.53735552473422;23.8;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Same As National Rate;89.80363122171943;1.07;38.0
3860;IN;157610;HOME HEALTH ANGELS LLC;117 N MAIN ST PO BOX 283;WINCHESTER;47394;7.655843267E9;Proprietary;True;True;True;True;True;True;24/08/2009 00:00;1.5;91.7;100.0;100.0;100.0;92.1;99.4;98.6;48.4;35.0;34.9;23.9;30.2;91.42082929194976;31.5;15.1;22.0;Same As Expected;Worse Than Expected;0.0;Worse Than National Rate;98.8;1.11;252.0
3861;IN;157611;NORTHWEST HOME HEALTH CARE INC;9011 INDIANAPOLIS BOULEVARD, SUITE B;HIGHLAND;46322;2.195955448E9;Proprietary;True;True;True;True;True;True;30/09/2009 00:00;4.0;97.3;100.0;97.8;99.1;59.6;53.2;100.0;79.8;71.9;79.7;93.6;87.5;91.42082929194976;65.8;15.9;8.6;Worse Than Expected;Same As Expected;2.6;Worse Than National Rate;98.6;0.94;316.0
3862;IN;157612;AMERICAN CHOICE HOME HEALTH CARE;2842 HIGHWAY AVENUE;HIGHLAND;46322;2.198368686E9;Proprietary;True;True;True;True;True;True;07/10/2009 00:00;3.5;94.3;98.8;100.0;99.4;63.9;70.9;100.0;81.0;73.5;79.5;84.0;74.9;91.42082929194976;64.2;17.6;6.9;Same As Expected;Same As Expected;1.5;Worse Than National Rate;99.7;1.12;480.0
3863;IN;157616;ADIEL HOME HEALTH SERVICES LLC;608 W 81ST AVE;MERRILLVILLE;46410;2.196448756E9;Proprietary;True;True;True;True;True;True;03/03/2010 00:00;3.0;96.4;97.8;100.0;100.0;58.0;64.7;100.0;71.3;72.2;71.2;50.7;67.0;91.42082929194976;57.7;12.6;11.4;Same As Expected;Same As Expected;0.0;Worse Than National Rate;95.8;1.07;232.0
3864;IN;157618;PARAGON HOME HEALTHCARE;402 WALL ST STE 61;VALPARAISO;46383;2.192863212E9;Proprietary;True;True;True;True;True;True;18/03/2010 00:00;3.0;80.2;96.0;97.8;95.1;45.5;38.3;93.9;70.8;61.8;80.4;89.4;59.9;91.42082929194976;82.0;15.313701090442585;12.92682148781419;Not Available;Not Available;0.1;Same As National Rate;93.9;1.14;40.0
3865;IN;157619;CORNERSTONE HOME HEALTHCARE;5 E HIGH STREET;MOORESVILLE;46158;3.178348034E9;Proprietary;True;True;True;True;True;True;19/05/2010 00:00;4.5;99.1;99.1;99.7;100.0;76.3;79.3;100.0;81.3;80.9;84.0;79.5;72.6;91.5;71.6;11.5;14.0;Same As Expected;Same As Expected;0.3;Better Than National Rate;96.3;0.93;455.0
3866;IN;157620;SERVANT'S HEART HOME HEALTH SERVICES;1714 DIVIDEND DRIVE;LOGANSPORT;46947;5.747391776E9;Proprietary;True;True;True;True;True;True;08/06/2010 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3867;IN;157634;SUNRISE HOME HEALTH CARE SERVICES INC;2711 W LINCOLN HIGHWAY;MERRILLVILLE;46410;2.197382E9;Proprietary;True;True;True;True;True;True;17/10/2011 00:00;1.0;82.8;99.2;100.0;100.0;51.5;21.5;95.5;47.9;45.6;40.7;50.5;31.1;91.42082929194976;46.3;25.3;12.4;Same As Expected;Same As Expected;3.4;Worse Than National Rate;97.0;1.06;291.0
3868;IN;157635;SELECT HOME HEALTH SERVICES INC;121 PENN STREET;WESTFIELD;46074;3.178048996E9;Proprietary;True;True;True;True;True;True;07/10/2011 00:00;2.5;94.9;99.8;100.0;98.4;82.7;88.7;99.3;72.7;65.4;66.4;60.6;72.5;93.8;60.2;13.8;15.0;Same As Expected;Worse Than Expected;0.0;Same As National Rate;99.2;1.11;974.0
3869;IN;157621;BETTER LIVING HOME HEALTH CARE, INC;2040 WASHINGTON AVENUE;EVANSVILLE;47714;8.124912273E9;Proprietary;True;True;True;True;True;True;01/07/2010 00:00;3.0;81.8;70.5;100.0;55.8;31.6;30.2;84.6;35.9;71.8894672976578;37.2;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.0;Better Than National Rate;53.8;0.9684697386519977;9.0
3870;IN;157622;MERCY HOME HEALTH CARE LLC;2057 W GLEN PARK AVENUE;GRIFFITH;46319;2.199241824E9;Proprietary;True;True;True;True;True;True;31/12/2009 00:00;2.5;84.2;97.3;100.0;92.1;33.3;24.3;97.06469558694849;69.8;55.8;51.9;79.3;81.3;91.42082929194976;58.9;24.0;16.5;Not Available;Not Available;0.2;Worse Than National Rate;65.8;1.26;53.0
